#      glon(deg)       glat(deg)    redshift            kmag      real(1) or mock(0)
       190.45485       38.760880    0.0013581301       6.3195366       1
       295.07944       88.357224    0.0038739105       6.1780752       1
       104.88158       68.488167    0.0018140821       6.2427227       1
       234.43549       57.010380    0.0025374831       6.3176036       1
       226.91473      -64.680550    0.0041167399       6.2537053       1
       236.71642      -53.635632    0.0044463420       6.3135605       1
       150.56915       29.185930    0.0010023439       6.1796106       1
       301.63284       57.063679    0.0035065335       6.3661211       1
       101.61243       79.249290    0.0032278421       6.4473976       1
       301.91714       54.202621    0.0035905171       6.4983391       1
       290.15945       70.138443    0.0010356723       6.4676975       1
       332.88217      -75.730881   0.00037793729       6.2449846       1
       270.45587       73.737846   4.4621821e-05       6.5131163       1
       237.95654      -54.597778    0.0052445413       6.3796305       1
       262.57877       16.763390    0.0026896610       6.3809993       1
       290.39795       74.355133    0.0046701984       6.4841412       1
       287.27591       32.222389    0.0050996700       6.4842550       1
       142.80600       84.223534    0.0019831259       6.4641626       1
       297.74844       65.472794    0.0026059136       6.4187818       1
       221.53658      -52.783901    0.0041452736       6.5007791       1
       241.21202      -35.901581    0.0027011777       6.6520291       1
       281.21283       26.099791    0.0014330723       6.5737318       1
       271.77490      -8.4570599    0.0025392009       6.6166083       1
       277.24646       31.175301    0.0036312034       6.6894448       1
       283.80698       69.181793    0.0036708391       6.6415478       1
       255.67424       5.6489201    0.0061125815       6.7058795       1
       271.13623       76.898842    0.0048983905       6.5927328       1
       91.584244       51.087181    0.0027559657       6.7601713       1
       233.95192       56.367950    0.0020655066       6.6603769       1
       303.42200       61.671108    0.0035672301       6.7192789       1
       209.63625      -50.383751    0.0058613365       6.6932287       1
       287.93384       74.966499   0.00075343885       6.7149624       1
       233.52223       57.752350    0.0019067058       6.7459639       1
       294.36450       74.362030   0.00098022606       6.7375531       1
       233.16843      -46.584061    0.0031217146       6.7321218       1
       245.36055       10.055460    0.0048507821       6.8066096       1
       282.38052       73.014618    0.0026423725       6.7778762       1
       265.40536      -43.801140    0.0033974661       6.7888382       1
       305.79718       13.269700    0.0038896532       6.7911160       1
       120.79182      -14.482410   0.00030805880       6.4978028       1
       236.95525      -53.554760    0.0059379515       6.8314271       1
       86.506439      -19.707279    0.0041286979       6.8287361       1
       338.30307      -82.376793    0.0053818150       6.8519860       1
       354.96588       52.955502    0.0054444655       6.8781484       1
       4.6583600      -64.109734    0.0057423133       6.8139201       1
       163.66078       66.191147    0.0026727913       6.8549554       1
       92.033974       52.489208    0.0027528203       6.8751634       1
       235.92632      -54.058590    0.0058914549       6.8783066       1
       328.49146      -14.052110    0.0030098692       6.9048311       1
       130.18976       51.339211    0.0050067792       6.8610140       1
       340.96078       63.245701    0.0034349380       6.9329351       1
       284.37125       66.275612    0.0047025465       6.8472251       1
       181.95853      -59.696251    0.0053897803       7.0040066       1
       174.53949       83.181969    0.0023113808       6.9450161       1
       281.29944      -21.501680    0.0039851938       6.8063639       1
       292.59647       65.177818    0.0052565033       6.9386615       1
       216.21198      -52.120491    0.0053242879       6.8998372       1
       168.57396      -55.263939    0.0048270664       6.9135480       1
       264.31015      -43.393250    0.0044043574       6.8944514       1
       299.20880      -79.418892   0.00041650917       6.3760851       1
       136.96951       12.246290    0.0048239656       7.0155397       1
       241.69556      -36.452759    0.0033920068       7.0108237       1
      0.42557999       48.796440    0.0051779959       6.9424577       1
       299.53802       62.368290    0.0045151388       7.0577389       1
       270.43109       75.189743    0.0076599093       6.9348838       1
       230.59984       66.422302    0.0028538837       6.9944260       1
       330.33670      -24.192881    0.0025501325       7.0326366       1
       212.18298      -54.366119    0.0051581071       7.0544062       1
       191.39752       82.621071    0.0029911748       7.0317828       1
       349.58853      -52.580090    0.0056668295       7.0447250       1
       136.82056      -56.794521    0.0081542897       6.9741621       1
       135.65346       24.896400    0.0037251276       7.0386886       1
       310.63220       35.036709    0.0063253147       7.1164303       1
       140.09178       61.923470    0.0037830660       6.9368392       1
       134.92354       32.688591    0.0053500255       6.9539038       1
       223.26611       33.987640    0.0040339855       7.0534907       1
       228.59688       85.315758    0.0043171721       7.0022255       1
       148.31456       56.251862    0.0026444496       7.0418816       1
       98.058434       79.448143    0.0029864215       6.9597705       1
       138.61697      -45.705349    0.0028713730       6.8274716       1
       263.34348      -41.834461    0.0029179480       7.0815923       1
       155.49481       40.563568    0.0049950154       6.9939834       1
       294.46249       11.019480     0.013094216       7.2018992       1
       329.73874      -9.5726004    0.0043050161       7.0741940       1
       229.07695      -80.292267    0.0049617569       7.0368974       1
       106.40895      -45.174820    0.0043377697       7.0792786       1
       309.73163       25.838200   0.00067373783       6.8997548       1
       142.21779       62.590618    0.0037768351       7.0458228       1
       311.75320       40.549568    0.0047627355       7.0293813       1
       273.91245       78.642159    0.0062025785       7.0541127       1
       280.10791       75.846252    0.0036706950       7.1455476       1
       136.50549      -52.451519    0.0085613553       7.1562138       1
       268.78406      -38.989899    0.0037523872       7.0217596       1
       287.98544      -9.4477196    0.0047270362       7.0462885       1
       100.89578       14.853080    0.0057044708       7.1028221       1
       266.89392      -42.584690    0.0028382771       7.1103856       1
       4.5156798      -77.171349   0.00083320793       6.8501703       1
       286.96286       42.452808    0.0048526827       7.1736142       1
       193.78526       82.772789    0.0020483006       7.1473321       1
       321.44281       15.027980    0.0032883276       7.1135546       1
       25.342421      -18.391060   2.2789753e-05       6.6410592       1
       281.61707       75.398613    0.0071117914       7.1654659       1
       302.40359       21.557970    0.0089160686       7.1261304       1
       255.69072      -51.194809    0.0028404630       7.0623909       1
       281.57867       21.088921    0.0091119623       7.1736362       1
       144.04575       38.046730    0.0028721114       7.2234734       1
       358.02139      -62.829849    0.0056716178       7.2427373       1
       171.33112      -51.749439    0.0037033696       7.1486322       1
       350.37125      -44.060459    0.0074000750       7.2452117       1
       110.27934       55.495060    0.0063281368       7.1714379       1
       238.14638       45.524109    0.0033702441       7.2077672       1
       23.443081      -68.038162    0.0053347646       7.2848641       1
       157.80977       48.360069    0.0040427328       7.2685131       1
       310.25082       35.655540    0.0059440330       7.2804428       1
       281.54553       75.611969    0.0041499913       7.2267916       1
       285.69278       76.829514    0.0012713754       7.1053110       1
       202.13918      -68.322403    0.0050177349       7.2330421       1
       238.20201       45.647320    0.0035540928       7.2812446       1
       259.92227       12.511170    0.0046204769       7.2920124       1
       350.91614      -32.637489    0.0092376262       7.3209605       1
       100.57258       30.640909   0.00089886204       7.2873410       1
       284.17691       71.819023    0.0013416457       7.2894934       1
       335.92953       68.750298    0.0034942502       7.2530893       1
       170.71785       74.193939    0.0030941477       7.3170502       1
       141.60667      -47.346291    0.0034990492       7.3221020       1
       234.85040      -18.130751    0.0044644812       7.0896076       1
       280.17807       74.890907    0.0022904685       7.2929618       1
       173.01935      -70.357239    0.0056450962       7.2796683       1
       277.37003       59.214668    0.0041483299       7.3317873       1
       311.14828       34.956821    0.0052339260       7.1446029       1
       281.80554       67.372337    0.0069617437       7.2750778       1
       348.07797      -65.696098    0.0051730098       7.3244448       1
       144.38832      -41.018478    0.0089199319       7.1941402       1
       234.38370       60.913139    0.0018376954       7.3687841       1
       138.17242       60.063519    0.0037915916       7.3688615       1
       295.22729       58.839729    0.0027759840       7.3862237       1
       149.80539      -67.633278    0.0066310038       7.3062218       1
       138.47159       65.408340    0.0028271032       7.3623564       1
       304.27100       74.098572    0.0029025760       7.2985524       1
       298.17725       64.775223    0.0039205058       7.4121959       1
       145.80962      -12.131590    0.0072986294       7.3919496       1
       141.89977       41.660172   0.00057696242       7.2815032       1
       292.73700       62.616421    0.0031902944       7.3293000       1
       136.85326       72.400864   0.00083830253       7.2461835       1
       136.29008       39.463341    0.0099439317       7.4257837       1
       241.01704      -5.6987600    0.0052236623       7.3525764       1
       155.07680       75.063393    0.0033717757       7.3797711       1
       182.01952      -57.925499    0.0055267916       7.4563618       1
       349.27325       58.563061    0.0046934693       7.3922016       1
       173.03310       80.078812    0.0035699197       7.4112858       1
       137.99504       74.869827    0.0019922859       7.3491861       1
       299.05731       65.879692    0.0021038783       7.4224763       1
       236.82455      -53.946350    0.0039151572       7.4311821       1
       297.22565      -14.412330    0.0046666688       7.4351318       1
       293.29901       72.832207    0.0058244794       7.4701331       1
       233.61246      -55.167789    0.0061316259       7.4109288       1
       256.92532       57.798630    0.0035905271       7.5123391       1
       305.77713       47.785801    0.0037824523       7.4608378       1
       316.01474       12.936460    0.0038399724       7.4729867       1
       229.06860      -55.678082    0.0034651463       7.4020139       1
       213.03577       54.845329    0.0039586924       7.4582950       1
       140.33528       65.011200    0.0027681618       7.4792033       1
       311.75131       13.816810    0.0091058999       7.4696206       1
       139.01350       38.682968    0.0049954578       7.3629845       1
       240.42807       63.211369    0.0016991963       7.4144238       1
       268.40634      -43.544151    0.0032019573       7.4463304       1
       303.70068       74.184036    0.0041138438       7.4136976       1
       359.18188       49.848480    0.0063071086       7.4093834       1
       291.45978       32.112499    0.0053605415       7.5139310       1
       313.53830       27.972969     0.011616529       7.5090956       1
       167.32585       39.679951    0.0025961805       7.4327564       1
       283.12933       29.472990    0.0049757995       7.5079335       1
       339.69598      -25.133671     0.010077727       7.5251288       1
       290.07153       70.641273    0.0061005166       7.3928481       1
       308.61121       18.838470     0.010486634       7.5431832       1
       138.83337       11.762790    0.0044818801       7.5636527       1
       231.17854       58.318069    0.0017987640       7.4336828       1
       350.23697      -61.800751    0.0055378933       7.4643905       1
       149.53018       71.696861    0.0028064137       7.5553025       1
      0.72864997       49.319370    0.0042784984       7.5731248       1
       238.77307      -56.517559    0.0039326584       7.4572275       1
       289.81485       73.730507    0.0070446166       7.5232924       1
       178.33508       55.637939    0.0020404346       7.2243113       1
       132.97951       54.246750    0.0052495783       7.5676433       1
       348.14471      -65.235863    0.0052530707       7.5446526       1
       273.32129      -33.438499    0.0029000985       7.4985462       1
       187.68895       83.075630    0.0031085724       7.4530878       1
       309.09583       54.679131    0.0040561658       7.5995483       1
       127.03506      -27.010130   0.00073802963       7.5129226       1
       143.91449       40.902641   0.00052854414       7.5003770       1
       141.93951       64.203857    0.0033492052       7.5847129       1
       82.610558       71.633583    0.0079392431       7.6416059       1
       300.85037       78.029907    0.0034312946       7.5659260       1
       236.74515      -12.601950    0.0061561509       7.4869925       1
       262.85339       78.824783    0.0027007528       7.4720282       1
       110.27597      -70.857689    0.0060676483       7.6807631       1
       300.56897       71.344940    0.0029370899       7.5626420       1
       147.88263      -54.155750    0.0055589014       7.6484449       1
       338.57999      -29.593599    0.0065606407       7.6740397       1
       238.90300       25.590759    0.0053758898       7.7009706       1
       210.03999       61.254940    0.0017013905       7.4294299       1
       270.79596       19.090651    0.0085575700       7.5672042       1
       135.33002       55.029549    0.0046064240       7.5279755       1
       292.95032       64.729858    0.0054902601       7.5242674       1
       151.86484       70.088921    0.0029100556       7.6355717       1
       75.134308      -11.143820    0.0034916515       7.6520827       1
       139.89792       68.846916    0.0036159561       7.5854056       1
       319.62476       26.541889     0.012957414       7.5255472       1
       248.66808      -48.165791    0.0025353902       7.4875982       1
       208.77309      -57.808971    0.0054786319       7.3862373       1
       297.48444       22.835369     0.010301847       7.6507070       1
       29.351049      -16.012159    0.0058513848       7.6062030       1
       350.87726      -32.210758    0.0087843623       7.7117902       1
       132.50668       17.119020    0.0092896254       7.6490949       1
       255.14604      -46.709702    0.0035221289       7.6341617       1
       127.70739       27.809290    0.0071318521       7.6105180       1
       282.65298       46.649239    0.0050090810       7.6640199       1
       218.54221      -60.404331    0.0054028433       7.6850407       1
       232.86966       58.699928    0.0023763508       7.6661847       1
       286.98184       31.660650    0.0046849188       7.6671795       1
       309.89816       43.061352    0.0082039501       7.7212902       1
       266.44821      -44.432991    0.0019404717       7.6240515       1
       174.71252       68.493332    0.0068525591       7.6927955       1
       274.96866       14.932360    0.0082496499       7.6954083       1
       359.43176       52.422909    0.0053320372       7.7618573       1
       143.68231       11.241930   0.00041148500       7.6140719       1
       255.04037       23.722561    0.0067993099       7.6356575       1
       292.42090       69.820847    0.0053084297       7.6977960       1
       138.07866       63.072392    0.0031024183       7.7160718       1
       251.52235      -51.393970    0.0034576711       7.6639946       1
       324.12943      -32.599979     0.012773326       7.7180735       1
       69.099457      -61.284248    0.0078884284       7.6474746       1
       30.259991       20.770720    0.0057636519       7.4989758       1
       82.172371       71.196007    0.0086592390       7.6314670       1
       266.00351      -12.114420    0.0022356599       7.7268193       1
       306.20370       32.263821    0.0097946252       7.7273985       1
       311.72238       45.800541    0.0050952424       7.5732432       1
       202.93077       82.553589    0.0034349983       7.7279353       1
       303.79514       12.516030    0.0059146290       7.7273666       1
       216.99182       55.445400    0.0035428554       7.6402156       1
       315.65427       43.955181    0.0042909637       7.6111572       1
       279.67297       73.367073    0.0027391770       7.7121278       1
       309.14151       47.144119    0.0036043106       7.7313752       1
       70.940491      -67.614571    0.0063244089       7.6924282       1
       150.71980       65.956711    0.0032028166       7.7463324       1
       139.79134       58.962051    0.0042522377       7.6590566       1
       255.67647      -8.0546398    0.0029067658       7.7565634       1
       312.03452       41.747978    0.0053054604       7.7917881       1
       311.23398       46.099571    0.0085579257       7.7072050       1
       123.04282      -15.320980    0.0030600001       7.7769615       1
       218.95412      -53.346951    0.0045346817       7.6327894       1
       355.35300       48.426498    0.0060371914       7.7086841       1
       231.45996      -46.100071    0.0042814017       7.7321327       1
       289.13239       65.838852    0.0024153169       7.7752862       1
       270.16638       77.780220    0.0036762611       7.8145617       1
       266.11938       22.577061    0.0026699350       7.7669482       1
       209.70656      -50.573219    0.0016952646       7.7924138       1
       32.891529      -51.111149    0.0090305497       7.7834261       1
       206.39551      -5.7399602    0.0094901595       7.8266126       1
       306.74118       64.398560    0.0031775932       7.7952671       1
       245.54913       5.8781199    0.0046625703       7.7301213       1
       195.35246       84.665039    0.0020846175       7.8104262       1
       148.39532      -28.428961    0.0058564577       7.8402159       1
       148.88284       70.085426    0.0024726911       7.6714353       1
       239.97212      -56.693230    0.0061778442       7.7460485       1
       208.16510      -55.222599    0.0053690545       7.5669531       1
       285.96088      -14.317680    0.0045501624       7.7768296       1
       272.51837       75.683357    0.0032994003       7.8225834       1
       281.00021      -21.544350    0.0036556557       7.8085082       1
       149.18355       72.396431    0.0033024986       7.8565914       1
       318.32263       43.590309    0.0038189295       7.5039322       1
       315.37952       17.329580    0.0072120697       7.9097253       1
       124.23476       42.901031    0.0072293729       7.7667704       1
       143.82256       19.472290     0.013832408       7.7217969       1
       297.92062       23.302080    0.0088246844       7.8478940       1
       348.72946       57.938358    0.0046187114       7.8280076       1
       262.69495      -14.303400    0.0027323284       7.8261099       1
       125.33222       55.465820   0.00089774854       7.7593382       1
       248.69104      -65.635529    0.0062172133       7.7881503       1
       274.01526       73.864304    0.0029714572       7.8327313       1
       295.42816       75.888710    0.0031343043       7.7341543       1
       261.78064       21.802330    0.0076890238       7.8759591       1
       264.09482      -45.851082    0.0033403601       7.8386896       1
       219.69826      -56.925442    0.0055710476       7.8334763       1
       201.90544       58.220600    0.0042157175       7.8639623       1
       147.01469       60.217079    0.0035848662       7.7653247       1
       281.62024       62.564610    0.0036129363       7.9183974       1
       285.07574       23.631531    0.0089458550       7.8922071       1
       151.55539      -47.556702    0.0063496950       7.8774936       1
       279.14041       10.041160    0.0083911412       7.9037741       1
       119.81739      -14.252570   0.00034305360       7.1408936       1
       239.96065      -10.410480    0.0065991569       7.8671393       1
       198.41927       86.470291    0.0025681926       7.5846836       1
       286.09946       73.413033    0.0040696784       7.8815829       1
       283.35870      -44.642971   0.00092532199       7.5324103       1
       143.54227       54.461899    0.0060504318       7.9197183       1
       316.43491      -36.672180    0.0073149580       7.8599918       1
       311.48669       41.375778    0.0014628283       7.5168090       1
       289.56033       73.920593    0.0034117974       7.9338754       1
       311.53888       76.908592    0.0063073157       7.9233838       1
       88.676712       60.385799    0.0073718753       7.9221388       1
       143.54427       67.791222    0.0020419763       7.8053157       1
       182.48102      -56.554470    0.0050083859       7.9340181       1
       148.15517       65.227463    0.0034286147       7.8919188       1
       341.89676      -32.128349     0.014382165       7.9442097       1
       274.51056      -41.198238    0.0036725616       8.0165523       1
       155.18993       44.664619    0.0048401284       7.9185820       1
       282.75397       67.032600    0.0085338933       7.9541431       1
       97.117683      -6.0908599    0.0046986309       7.9252150       1
       134.63356       41.346279     0.010050347       7.9650583       1
       349.79919       43.324600    0.0059194340       7.9473794       1
       252.02116       63.785519    0.0029090322       7.9105691       1
       246.20833       22.100700    0.0062311062       7.9731862       1
       305.21170       54.322601    0.0029091595       7.9305694       1
       282.27451      -9.6379700    0.0086236930       7.9683751       1
       124.56313      -32.499088     0.017361097       7.9768509       1
       307.70099       14.707720    0.0090816365       7.9815580       1
       11.271390      -34.693699    0.0093243111       7.9881846       1
       252.94064       67.219963    0.0028560247       7.9434314       1
       171.21864       54.828999    0.0023635479       7.7811517       1
       351.25476      -34.437569    0.0095961192       7.9608859       1
       133.95811       28.216860    0.0080824339       7.7109763       1
       155.37903       64.878937    0.0030562688       7.7789517       1
       144.33966       55.100101    0.0071380338       8.0175341       1
       243.32635       25.854650    0.0052409295       7.9646212       1
       87.388863      -29.668949    0.0048153970       8.0115178       1
       334.82425      -48.360352    0.0051726934       7.9264442       1
       150.88501      -67.626572    0.0066258579       7.9792084       1
       212.96906       54.934319    0.0043866003       7.9784055       1
       204.07759       63.418678    0.0045366159       7.9837948       1
       212.92636      -16.545191    0.0077706566       8.0321703       1
       14.931940      -53.096729    0.0084416747       8.0239046       1
       349.18503      -49.600521    0.0062714298       7.9672911       1
       159.66377       34.236839    0.0038861188       8.0331065       1
       302.65521       21.488979     0.014597631       8.0087633       1
       299.12485      -85.913048    0.0054829245       8.0042480       1
       141.11028       65.916870    0.0038094949       8.0359078       1
       153.87726       69.319237    0.0028232736       7.8083465       1
       281.25189       75.105003    0.0060629393       8.0217505       1
       145.42764      -10.633250    0.0087482360       8.0106966       1
       87.701927      -48.328201     0.013287278       8.0383953       1
       293.06918       79.116768    0.0023195541       8.0260377       1
       342.06494      -22.443930    0.0084025814       8.0638035       1
       239.45576      -27.429689    0.0023648083       8.0441550       1
       264.07080      -42.309391    0.0044115208       8.0584700       1
       190.15565       45.401642    0.0056016097       8.0465553       1
       291.14746      -15.358440    0.0031216427       7.8801218       1
       154.56802       77.157181   0.00084396189       7.7191982       1
       340.97510       27.725161    0.0065102697       8.0339095       1
       264.01093      -10.580340    0.0028163929       7.9523287       1
       163.49237      -63.324570    0.0048898186       8.0677110       1
       128.70628       19.596460    0.0086528971       8.0604505       1
       280.55637      -7.0849800    0.0066122726       8.0911737       1
       87.859047      -48.378830     0.012096430       8.0383313       1
       217.11084      -10.614110    0.0020848245       8.0244270       1
       342.97256      -25.064751    0.0090573071       8.1474946       1
       277.37244       11.727490    0.0084436148       8.0799093       1
       200.41640      -33.241711     0.015598445       8.0663322       1
       319.90878       31.355440    0.0079784239       8.0217078       1
       237.66339      -53.966000    0.0027147016       8.0690646       1
       343.53757      -29.419559    0.0080076265       8.1117825       1
       286.12512       70.901443    0.0015135917       8.0339408       1
       299.20139      -27.746460    0.0054069990       8.1050510       1
       209.21577      -6.4130301    0.0088793637       8.1080355       1
       153.96802       71.096703    0.0024484434       8.1223725       1
       203.69907      -27.613680     0.012896802       8.1063912       1
       265.44623       18.507481    0.0076610163       8.0708864       1
       279.12198       74.335426    0.0080290367       8.0128384       1
       123.06713       44.253571    0.0060255846       8.0326544       1
       296.21005       19.090441    0.0056815738       8.0607625       1
       266.09116      -43.820110    0.0035148970       8.0571433       1
       297.48337       57.402809    0.0083609918       7.9976961       1
       230.40282       66.481148    0.0038328789       8.0989682       1
       341.07385       27.696070    0.0079958433       8.0657525       1
       113.94707      -83.557060   0.00075294396       7.4259610       1
       65.302544       69.349129     0.010882576       8.1062043       1
       191.77682      -42.288921     0.013161581       8.1160721       1
       256.75595       27.502979     0.012368102       8.1110312       1
       266.88889       16.324190    0.0076798046       8.1149356       1
       199.55949      -30.014839    0.0027240819       7.9670887       1
       317.44379       30.946131     0.014266158       8.0709120       1
       212.03423      -52.929050    0.0050683412       8.1101737       1
       295.74893       74.343910    0.0042667057       8.0510944       1
       342.00793       36.357769    0.0090313039       8.1324280       1
       273.03812       19.199570     0.011704976       8.1463235       1
       255.90276       5.9864702    0.0066274596       8.0052126       1
       185.26576       78.653297    0.0024511498       8.2103798       1
       307.08154       19.602810    0.0094785371       8.1305825       1
       297.81210      -31.386141    0.0050594488       8.0851501       1
       75.366814      -28.958080    0.0046384056       8.1570591       1
       307.35800       19.714540     0.011628850       8.1211268       1
       318.69360       13.808060    0.0047867782       8.1444434       1
       281.54666       43.328468    0.0031649641       8.0192338       1
       138.94264       68.134613    0.0032595267       8.1354796       1
       339.15030       53.810089    0.0057311225       8.1818912       1
       88.630539       15.448640     0.012207827       8.1806183       1
       304.13879       16.591829    0.0063158313       8.1614063       1
       228.70433      -18.077339    0.0071893786       8.1196667       1
       93.097450       46.923679     0.010658987       8.1726283       1
       340.70544       63.034012    0.0037717814       7.8018097       1
       351.05820      -53.597580    0.0063088943       8.1833877       1
       343.30035       19.173611    0.0064990533       8.1568806       1
       283.46893       71.520416    0.0024109420       8.1702743       1
       304.13779       50.295700     0.014695073       8.0960129       1
       251.02074      -52.520458    0.0028916137       8.1565242       1
       296.78491       73.979721    0.0032210571       8.2023801       1
       137.12196       12.320120    0.0049289057       8.1998123       1
       294.37320       72.857422    0.0058057481       8.1660847       1
       332.25275      -23.594780     0.014446829       8.1663754       1
       148.76727      -24.777170     0.018031712       8.1775674       1
       337.32449       38.098358    0.0091784279       8.1588080       1
       272.94052       19.180309    0.0083229047       8.1385974       1
       136.57523       69.386627    0.0027623729       8.1811880       1
       295.13568       74.183090    0.0034930089       8.2090859       1
       230.76720       67.227997    0.0046378787       8.1630573       1
       329.12906      -7.0970101    0.0084306453       8.1608761       1
       357.44589       56.364799    0.0047499724       8.1403483       1
       325.34283      -7.2819099     0.012048792       8.1862084       1
       236.36214      -54.295189    0.0046230323       8.1690184       1
       209.80463      -49.196140    0.0052466426       8.1796362       1
       303.20789       20.211069    0.0060326722       8.2076729       1
       305.16940      -15.152370    0.0089459703       8.1972072       1
       270.42297       47.548931    0.0055313627       8.2663736       1
       333.27670      -23.096649    0.0033749330       8.1897792       1
       309.38513       30.440611    0.0068424031       8.2017690       1
       347.18588       36.092770    0.0060725224       8.1427756       1
       236.59680      -52.854610    0.0043888545       8.1464115       1
       313.55075       5.9556999     0.011743976       8.1074234       1
       303.44321       23.155001    0.0090519894       8.2104815       1
       147.30519       71.403893    0.0030890316       8.2050364       1
       294.78159       26.673719    0.0088798360       8.1550366       1
       252.17226       17.398399    0.0076800495       8.2219356       1
       105.53569       28.174749    0.0057941699       8.2810545       1
       272.90036       33.408569    0.0028521974       8.0514213       1
       325.28909      -7.2140598     0.017414965       8.2149888       1
       249.16389       24.647779    0.0063246737       8.2134283       1
       313.54529       49.634972    0.0086872346       8.2215395       1
       140.22018       25.820471     0.014238033       8.2188395       1
       350.71860      -43.681511    0.0065710602       8.2150666       1
       263.35202       8.0010204    0.0074815028       8.1914224       1
       90.247612       51.487541     0.011549178       8.2709222       1
       160.25478       78.074623   0.00097335775       7.9025352       1
       293.93774       5.3355298    0.0050914210       8.1882336       1
       268.21298       79.323502    0.0027761481       8.1582240       1
       74.893799       19.677759    0.0090014766       8.2423507       1
       265.76794       18.740740    0.0079635496       8.2266693       1
       313.42499       41.046421    0.0050877635       8.1692241       1
       351.21939       51.978130    0.0054061308       8.2340494       1
       319.26437       16.706770    0.0031365370       8.1041600       1
       27.135269      -59.742939    0.0049757633       8.1939333       1
       35.827740      -61.584560     0.011269905       8.2022028       1
       212.09079      -60.056259    0.0045701925       8.1048821       1
       194.27116      -30.378260     0.012723157       8.2419441       1
       300.79330       21.851669    0.0076655108       8.3268985       1
       129.48557       8.9267502     0.011650465       8.2591830       1
       143.89964      -25.890989     0.014036517       8.2543220       1
       310.77707       54.760220    0.0054420746       8.2281421       1
       236.72200      -54.128349    0.0042448266       8.2450378       1
       284.98401       12.702770    0.0025391617       8.2116080       1
       86.270760      -42.841690    0.0087336740       8.1846588       1
       213.46764      -24.875799    0.0089056327       8.2751031       1
       128.21735       50.893211    0.0089314548       8.2591700       1
       168.31166      -16.965570     0.013992534       8.2432083       1
       82.843643      -50.654518    0.0096626887       8.3520575       1
       329.78152      -9.2668400    0.0045210980       8.2357544       1
       251.40761       18.508940    0.0021295282       7.8875431       1
       330.17841      -9.4137497    0.0081424793       8.3051319       1
       146.33600      -15.634220     0.018095951       8.2467321       1
       202.07713       65.487648    0.0021096595       7.9994914       1
       345.36948      -51.086029    0.0095266984       8.2897072       1
       308.02737      -26.453211    0.0073407913       8.2370589       1
       317.19043       12.404470     0.012882942       8.2693556       1
       92.979179       46.829590    0.0089922019       8.1703272       1
       351.68484       56.502090    0.0052676832       8.2546905       1
       281.65536      -7.9537802    0.0087295967       8.2846487       1
       204.60292       66.040092    0.0049074842       8.2767564       1
      0.51595998       48.636021    0.0082274860       8.1053508       1
       308.80585       57.174229    0.0036987935       8.2136209       1
       150.57603      -13.261000     0.018281883       8.1152079       1
       291.13379       21.687740    0.0088850869       8.0220503       1
       96.217857      -26.935921    0.0036634398       8.1695285       1
       150.93419      -53.676281     0.019066813       8.3252160       1
       317.89319      -60.120480     0.010754580       8.2958740       1
       85.113197      -49.044991     0.012755790       8.3200281       1
