#      glon(deg)       glat(deg)    redshift            kmag      real(1) or mock(0)
       185.20183       4.2693195     0.030654823       10.790679       0
       189.04271      -1.6307621     0.031626742       10.915135       0
       183.59882      -4.1350350     0.035318442       11.132444       0
       188.57281      -1.4228597     0.032775361       10.498035       0
       183.29279       2.4655600     0.034518701       11.326430       0
       187.92931      -3.9064517     0.032635093       10.761682       0
       185.51512       1.6706605     0.032740675       11.585948       0
       188.33852       3.3898716     0.037848469       11.289804       0
       187.51225      -1.3381336     0.035860618       11.711808       0
       188.16676      -2.7879887     0.041520995       10.668008       0
       187.52168     -0.26704025     0.041243545       10.615314       0
       189.04930      -2.7551899     0.040072898       11.320383       0
       187.70598      -4.0923147     0.039293496       11.160430       0
       187.69724      -2.5794485     0.040257336       11.141844       0
       188.16676      0.79876137     0.041520995       10.668008       0
       188.54094      0.18511295     0.041036181       11.494795       0
       182.01730       3.5657873     0.044005363       11.689216       0
       185.12761      -1.2560134     0.043115585       11.336995       0
       182.01730      -2.6895990     0.044005363       11.689216       0
       184.95424      0.17994165     0.044101510       10.763456       0
       189.28653       2.1351051     0.044230006       11.546777       0
       184.95424      -2.8745604     0.044101510       10.763456       0
       184.73636      -4.2929149     0.051476400       11.111797       0
       186.47736       4.7825422     0.049813052       11.659672       0
       184.31236      -1.5705407     0.049843887       11.214749       0
       189.52040      -3.9919426     0.049252309       11.567280       0
       186.47736      -1.9398637     0.049813052       11.659672       0
       182.99261     -0.76022530     0.053859068       11.138695       0
       182.99261      -2.0903351     0.053859068       11.138695       0
       180.35814      -3.6766715     0.064071741       11.635825       0
       186.99953      -2.8047545     0.063769510       11.346086       0
       180.35814      -4.3674312     0.064071741       11.635825       0
       189.43620       4.9919586     0.064455145       10.914764       0
       188.81271     -0.15270996     0.065216774       11.537628       0
       186.99953      0.47068501     0.063769510       11.346086       0
       189.77711       4.6105633     0.067810946       11.571966       0
       189.77711      -3.3337920     0.067810946       11.571966       0
       183.91888      -2.8543363     0.071725875       11.405503       0
       183.91888      -4.2110434     0.071725875       11.405503       0
       183.91888     0.090212345     0.071725875       11.405503       0
       180.66031      -3.4140935     0.073240650       11.726182       0
       187.85457       3.0262337     0.073228517       11.441153       0
       186.22658      -1.0403636     0.097684035       11.544864       0
       198.76346      -4.8280439    0.0014465899       10.206767       0
       198.76346      0.49047375    0.0014465899       10.206767       0
       198.76346      0.80655956    0.0014465899       10.206767       0
       195.87834       4.2828665    0.0041906105       10.567897       0
       195.87834      -2.5890398    0.0041906105       10.567897       0
       195.87834       4.8795204    0.0041906105       10.567897       0
       195.87834      -3.8037834    0.0041906105       10.567897       0
       196.06750     -0.19240046     0.011951411       8.8569582       0
       190.14528     -0.19094372     0.014795894       9.8262723       0
       197.50276      0.37114668     0.012868289       10.298318       0
       194.04689       2.5752449     0.015146568       10.224173       0
       192.92033      -3.7204325     0.013205985       10.847186       0
       196.36642      -3.3025002     0.012668413       10.832804       0
       199.39146      -4.1308799     0.015253827       10.197448       0
       192.65707      0.62831640     0.015039065       9.7308969       0
       191.23203       2.1419363     0.018058109       10.767635       0
       190.41057     -0.66901970     0.017865065       11.003141       0
       193.22673      -3.8184748     0.017933317       11.391316       0
       191.19044       3.4176455     0.017924106       9.9622928       0
       196.20279       2.5434232     0.017549876       9.5603346       0
       192.17599       4.7135658     0.018236473       10.164092       0
       190.46982    -0.097970009     0.018439871       10.651612       0
       190.36372      -2.1335304     0.017344088       11.246807       0
       197.19714       2.8968105     0.018196929       11.440991       0
       190.32373       2.3028355     0.018117777       10.608788       0
       190.65947       2.2733421     0.017570578       11.229387       0
       190.33717       2.3996239     0.018544443       11.281880       0
       191.97957      0.48280668     0.018002820       10.941494       0
       192.03989       1.7555017     0.018535987       9.5698586       0
       199.62254      -3.2883594     0.017572879       9.8853933       0
       192.47902       3.1222429     0.017739071       11.019819       0
       193.86635      -4.0451956     0.016028977       10.734436       0
       197.19714      -4.4767418     0.018196929       11.440991       0
       190.41057       2.9420280     0.017865065       11.003141       0
       193.14845      0.99528217     0.018175033       10.563935       0
       190.36372   -0.0091571808     0.017344088       11.246807       0
       190.33717       2.1879001     0.018544443       11.281880       0
       190.63916       4.5329275     0.019496597       10.040314       0
       190.47182      -4.1558266     0.020276623       11.343308       0
       190.31035      -4.4661212     0.019110985       10.365329       0
       196.13387       4.4599876     0.025500001       11.648614       0
       197.65887      -2.6702979     0.025240282       9.8049537       0
       191.43781       2.0461655     0.023432771       11.014356       0
       194.90279       4.2547245     0.024887836       11.543058       0
       193.13937     -0.47944021     0.024620071       10.684377       0
       198.18990      0.13442278     0.024442710       11.116926       0
       192.89046      0.11280251     0.022612522       11.090266       0
       192.38681      -4.0355339     0.023921113       11.354599       0
       199.87141      -2.2993717     0.025042266       10.351450       0
       193.61324       4.4444227     0.024474094       11.255006       0
       197.56488      0.26028633     0.025501889       11.373618       0
       192.89046       4.7806635     0.022612522       11.090266       0
       191.47182      -2.3411562     0.023853035       10.027425       0
       194.60614      -1.5784893     0.025501869       10.668618       0
       195.04015       3.4057121     0.024606620       11.232343       0
       197.99294     -0.59667492     0.025246514       11.501970       0
       199.79724      0.89819479     0.027539133       10.665790       0
       192.40596      -2.0958972     0.028440410       11.609075       0
       199.09485       2.0316505     0.027060746       11.281577       0
       197.61740      -4.1280279     0.025974693       10.260820       0
       198.09409      0.30560446     0.026890248       10.120144       0
       191.09517     -0.74216080     0.029961265       10.330925       0
       192.16878     -0.83860779     0.029281890       10.825206       0
       191.78360       4.1189632     0.029641522       11.632116       0
       197.58253      0.23269463     0.034721509       11.461941       0
       192.33136     -0.89819002     0.037940844       10.572036       0
       192.33136      -2.5878425     0.037940844       10.572036       0
       191.55028       4.6281834     0.036926344       10.938487       0
       191.55028      0.33255529     0.036926344       10.938487       0
       192.33136       4.9144154     0.037940844       10.572036       0
       199.75203      -3.4985499     0.042060172       11.699357       0
       198.27199      0.89445591     0.041626675       10.395272       0
       191.44844      -4.3148570     0.040160977       10.992604       0
       193.77875      -2.5954006     0.039843961       11.079809       0
       196.17999       4.8470869     0.039959787       11.565100       0
       199.43512     -0.81464291     0.041683657       11.270415       0
       199.43512      -1.0338044     0.041683657       11.270415       0
       198.27199       3.7529383     0.041626675       10.395272       0
       197.28020      -1.2152255     0.043130374       11.289031       0
       195.44991      -2.4977491     0.044355417       11.448090       0
       195.44991     -0.13017702     0.044355417       11.448090       0
       192.09070      0.47181702     0.048098086       11.420412       0
       199.03365      -3.1719413     0.049607315       11.351161       0
       190.22623       4.4410658     0.050591906       10.872605       0
       199.19582       4.9941587     0.051341703       11.590463       0
       199.52078     -0.43419409     0.061071248       11.694467       0
       199.52078       1.1379595     0.061071248       11.694467       0
       191.56958      -2.4084923     0.061526555       11.399586       0
       199.96487       1.0770364     0.061522527       11.015575       0
       190.95631      -1.2350001     0.061315126       11.796066       0
       193.38281       4.6505079     0.061995708       11.495736       0
       194.95239       3.4968538     0.061610163       11.570790       0
       196.57669       4.7123404     0.063892669       11.285386       0
       193.29686       1.6249752     0.063030917       11.591276       0
       196.57669      -3.4179544     0.063892669       11.285386       0
       192.08578      -3.8499734     0.068506114       11.793662       0
       191.56863      -1.3810661     0.067239605       11.702572       0
       195.49086      0.30140018     0.066223105       11.519089       0
       191.56863      0.78889561     0.067239605       11.702572       0
       195.49086      -3.0058136     0.066223105       11.519089       0
       192.08578       1.9051957     0.068506114       11.793662       0
       198.52899      -1.0271075     0.070656271       11.355901       0
       195.15015      -3.3429449     0.070510552       11.291546       0
       206.07455       1.3212085    0.0023699216       10.775168       0
       200.65218      -4.3304062    0.0083107551       10.442566       0
       204.34868       1.2933831    0.0061852495       9.2200682       0
       206.39551      0.20832348    0.0094901595       7.8266126       0
       204.38762       2.4928417     0.014272034       10.373927       0
       204.38762     -0.17032576     0.014272034       10.373927       0
       208.82231       1.7493563     0.013976466       10.941167       0
       206.30928      -2.5845587     0.017555596       11.068349       0
       208.78310      -2.1039109     0.018462110       9.9066695       0
       201.95447      0.19450092     0.015647137       10.562457       0
       200.47099     -0.29441881     0.017925941       10.335297       0
       206.30928       3.4491386     0.017555596       11.068349       0
       202.48320       1.5236230     0.027497475       10.863685       0
       202.40450      -1.4690483     0.026828436       10.590988       0
       209.84987      -2.7725058     0.028623345       11.313538       0
       208.81259      0.82437563     0.028083795       11.474172       0
       204.86523      -2.8142464     0.027809824       11.414477       0
       207.32034      0.96167564     0.028088837       11.538183       0
       207.69011     -0.51724529     0.028221873       11.170521       0
       203.02773      0.95369577     0.027274043       10.923118       0
       203.74380       4.3252859     0.027050150       11.118550       0
       200.98524      -3.8661993     0.026466533       11.359069       0
       206.69432      -4.4441466     0.027741009       11.542302       0
       204.02887      -3.7103434     0.027168648       10.080850       0
       206.36946      -1.7042305     0.027569030       11.489866       0
       207.22267       2.1143293     0.028384556       10.819933       0
       203.02773       2.8852553     0.027274043       10.923118       0
       202.30757     -0.98544693     0.027617472       10.973989       0
       204.49048       2.4808245     0.026969494       11.403345       0
       202.48320       1.7024717     0.027497475       10.863685       0
       201.37215     -0.32719564     0.026676438       10.386601       0
       208.87080      -4.9289875     0.027348752       11.157307       0
       208.65184      -4.3694549     0.028777155       11.621928       0
       207.22267       1.2904463     0.028384556       10.819933       0
       207.09456      -1.1969962     0.028085468       11.208175       0
       209.47800       2.8439779     0.027408713       11.339460       0
       209.69258      0.98428297     0.027764757       10.476362       0
       204.02887      -1.4915230     0.027168648       10.080850       0
       205.48991       2.0815015     0.029769456       10.546440       0
       205.48991       1.8195386     0.029769456       10.546440       0
       209.68639       2.8737965     0.032101584       11.339335       0
       209.68639      -4.6132107     0.032101584       11.339335       0
       209.47571      -2.0678904     0.030874665       10.911235       0
       205.48991      -4.7215214     0.029769456       10.546440       0
       209.60696      -2.5010319     0.029117704       11.698790       0
       205.73242       3.7944784     0.032898342       11.628345       0
       208.95506      0.33347130     0.033426655       10.719678       0
       208.95506       1.4342923     0.033426655       10.719678       0
       202.40511      -3.3327913     0.037302632       11.558433       0
       202.13440      -4.7789488     0.036613764       11.524702       0
       202.40511      -1.9111431     0.037302632       11.558433       0
       205.06448       4.5301418     0.036191093       11.364639       0
       200.53044      -4.8740687     0.040972349       11.504635       0
       201.28604      -1.2764893     0.042206610       11.656723       0
       202.91115       2.9384542     0.044314425       11.603988       0
       202.91115      -2.6722727     0.044314425       11.603988       0
       206.23067     -0.58130455     0.047088253       11.334900       0
       204.13577     -0.10248709     0.051137660       11.060957       0
       207.97839       2.1826215     0.058097352       11.557154       0
       207.33710      -3.3996890     0.062334842       11.561569       0
       207.33710      0.70022774     0.062334842       11.561569       0
       200.46361       3.7949638     0.065543337       11.695426       0
       217.11084     0.018106461    0.0020848245       8.0244270       0
       217.11084      -4.6068792    0.0020848245       8.0244270       0
       217.11084      -2.8860278    0.0020848245       8.0244270       0
       214.25911       1.9500403    0.0043080442       9.9762018       0
       210.30049       3.1302376    0.0080969724       11.429014       0
       210.30049      -4.4694986    0.0080969724       11.429014       0
       215.67633     -0.84054565     0.011899502       11.166824       0
       214.66797       2.4964304    0.0088791716       11.506035       0
       217.37550      -1.2653732     0.018015085       10.057525       0
       215.52650      -4.7750235     0.016769305       11.273334       0
       215.52650      -4.5013847     0.016769305       11.273334       0
       218.77701      -2.3128076     0.022195022       10.777203       0
       210.04279       3.3515491     0.019739310       11.350935       0
       218.77701       1.1880579     0.022195022       10.777203       0
       212.21352      -4.2278252     0.020091250       10.100834       0
       212.21352      -4.8428235     0.020091250       10.100834       0
       217.85329      -3.8140478     0.020234599       10.794200       0
       210.04279      -2.5579858     0.019739310       11.350935       0
       217.63692     -0.92440081     0.023490801       10.859503       0
       214.13858      -1.3529139     0.024150947       11.521183       0
       217.63692      -4.3168807     0.023490801       10.859503       0
       211.66704      -3.4569287     0.028542760       11.215334       0
       219.43692       4.9670868     0.027670224       10.611123       0
       211.82607      -2.4711480     0.028075293       11.275150       0
       217.68115      -4.8503604     0.027204052       11.453940       0
       216.77431     -0.60060549     0.028167501       11.316384       0
       210.56126       3.5943947     0.028728167       10.654804       0
       210.60156       3.3211641     0.028597282       10.876473       0
       211.66704   -0.0084476471     0.028542760       11.215334       0
       213.88446      0.99263000     0.032119412       11.609380       0
       213.16676      -1.9791431     0.029174917       11.584935       0
       219.74075      -3.9527512     0.032064979       10.549242       0
       210.31291      -4.3744898     0.029672944       11.386196       0
       212.38277      -4.6867976     0.029318007       10.782297       0
       212.72563      -2.7009490     0.031437098       11.200656       0
       219.74075      -2.0497990     0.032064979       10.549242       0
       212.05576      -3.7583296     0.030930368       11.616376       0
       212.19174       3.7526989     0.031258154       11.168205       0
       219.74075      0.95521688     0.032064979       10.549242       0
       212.38277      -4.8702183     0.029318007       10.782297       0
       213.72858       2.6672688     0.031738386       11.409418       0
       213.88446       1.6824932     0.032119412       11.609380       0
       212.19174       1.4278173     0.031258154       11.168205       0
       212.72563       4.6808300     0.031437098       11.200656       0
       214.62573      -3.8891237     0.029820025       11.652568       0
       211.42487      -4.7554193     0.033178423       11.569052       0
       219.15160       3.4211559     0.033521039       11.348915       0
       211.88672      -4.2040472     0.032993549       11.307585       0
       217.10321       1.6138959     0.032790727       10.613074       0
       210.26132      -1.3325534     0.033534256       11.665949       0
       210.23836       2.7366757     0.033714514       11.546404       0
       219.17528     -0.63493347     0.033120754       11.697906       0
       217.10321     -0.96907616     0.032790727       10.613074       0
       210.26132      -4.2247047     0.033534256       11.665949       0
       219.75642       1.5215015     0.035643096       11.073261       0
       210.25264       3.7773561     0.033769510       10.927542       0
       217.80208      -4.3315773     0.036488563       10.847387       0
       213.41432      -3.3035378     0.036932999       11.462504       0
       213.41432    -0.089708805     0.036932999       11.462504       0
       212.28038       2.5801826     0.037501243       11.302932       0
       210.95752       2.8230448     0.039671198       11.348376       0
       213.21976      -3.8192968     0.040813510       11.438237       0
       213.21976      -4.9126892     0.040813510       11.438237       0
       213.21976       2.4353142     0.040813510       11.438237       0
       210.95752       1.5746822     0.039671198       11.348376       0
       213.42262       1.8744965     0.041946331       11.226073       0
       210.95752      -1.6654205     0.039671198       11.348376       0
       213.08675       1.8219681     0.045688685       11.273414       0
       211.14078     -0.72317219     0.045058777       11.693845       0
       213.66039      -3.0906463     0.042712863       11.723988       0
       217.57384       2.9448223     0.047391253       11.293654       0
       217.55881      -2.6078775     0.047944520       11.572030       0
       219.30356      0.37847948     0.049639133       11.300240       0
       219.30356       4.3234768     0.049639133       11.300240       0
       211.00819       1.9698601     0.058691023       11.557616       0
       228.67111       3.6295109    0.0022650252       8.6958950       0
       228.67111      -1.9785926    0.0022650252       8.6958950       0
       229.84811       1.0998540    0.0084617206       10.557957       0
       229.84811     -0.82028770    0.0084617206       10.557957       0
       224.96182      -2.9361372    0.0069108163       9.6489456       0
       222.13435       2.3401022     0.018732931       11.008362       0
       220.90858       2.4227009     0.021361311       10.670076       0
       228.32976      -1.7876318     0.021114606       11.152447       0
       229.43953      -4.3532991     0.019524500       11.210386       0
       220.35477       2.6280775     0.020938793       11.414998       0
       229.43953      0.62458467     0.019524500       11.210386       0
       227.43860       4.9634180     0.025130459       11.091675       0
       229.05431     -0.66187429     0.025367405       9.8542766       0
       221.16676      -2.7893600     0.026519836       10.679204       0
       221.65810      -2.8229330     0.035385385       11.225612       0
       221.15367     -0.77359343     0.034677574       11.317830       0
       221.15367      -3.6874378     0.034677574       11.317830       0
       222.84196      -1.0103326     0.032769159       10.285020       0
       225.38670      -4.4929676     0.034928933       11.330463       0
       221.56253       4.7516146     0.035463268       11.607808       0
       224.98575       3.5578222     0.035048410       11.430764       0
       220.57152       2.9510641     0.032662404       11.093750       0
       226.84285     0.098600388     0.034990296       11.298617       0
       221.54033       4.3314781     0.035146848       11.003012       0
       220.29988      0.17029238     0.032830819       11.335176       0
       221.65810      0.25192833     0.035385385       11.225612       0
       225.75284     -0.94215155     0.037372579       11.420608       0
       227.39995       3.0417614     0.038564934       11.565602       0
       226.94554      -3.6758344     0.035956553       11.668049       0
       228.05144       4.5804157     0.037229012       11.700247       0
       225.75284      -3.9760168     0.037372579       11.420608       0
       225.16147     -0.59581470     0.036647578       11.393787       0
       226.94554      -1.2144926     0.035956553       11.668049       0
       227.61977     -0.31502342     0.038542164       11.465544       0
       223.17538       2.6084137     0.037036622       11.672765       0
       225.53860     -0.72502995     0.040049038       10.729323       0
       222.33968      -4.8090329     0.040956044       11.164595       0
       225.53860      -3.8613422     0.040049038       10.729323       0
       224.08295      -1.4914851     0.041003903       11.409714       0
       224.08295       4.6601315     0.041003903       11.409714       0
       221.33308      -2.6281605     0.046387143       11.242154       0
       225.99428      -4.7661667     0.052055957       11.756233       0
       223.95361      -3.3004489     0.051736432       11.641442       0
       223.95361     0.095574379     0.051736432       11.641442       0
       226.30023      -4.7403054     0.052461679       11.478238       0
       223.95361     -0.16798449     0.051736432       11.641442       0
       226.11263      -3.6883068     0.051440262       10.751708       0
       226.83737      -2.4390211     0.052486952       11.067300       0
       225.22787      -4.1255031     0.053675447       11.467241       0
       226.07092      -4.9949856     0.053382839       11.807517       0
       229.48747      -2.5942936     0.055271854       11.017186       0
       225.22787       4.4671764     0.053675447       11.467241       0
       225.22787       2.5283790     0.053675447       11.467241       0
       223.24980      -3.7686501     0.053434802       11.320646       0
       222.14574     -0.64548016     0.054050681       11.567169       0
       225.58069      0.30086899     0.066511719       11.575794       0
       225.58069       3.6197653     0.066511719       11.575794       0
       225.58069       2.0477371     0.066511719       11.575794       0
       223.77432       2.1010857     0.082820637       11.271339       0
       223.77432      -2.2610857     0.082820637       11.271339       0
       236.69772       4.8504219    0.0048061045       8.6384940       0
       232.26662      -3.9494228    0.0042924294       8.8151610       0
       231.85120     -0.86556768    0.0047484013       8.8223444       0
       239.96065       2.4024620    0.0065991569       7.8671393       0
       236.44313      -4.7290530    0.0059519236       10.160464       0
       237.03578     -0.51674414    0.0074412791       9.0203189       0
       238.55164      -2.2296524    0.0081838377       9.6842385       0
       239.73021       2.0877528    0.0059277599       11.363400       0
       239.69569      -2.0710368    0.0060372082       10.457685       0
       234.83687      -1.4647400    0.0086287904       11.245388       0
       235.80600       1.4162273    0.0079507621       9.9996360       0
       231.84642      -2.5609963    0.0085180324       11.233102       0
       239.69949      -4.9140234    0.0057128364       10.752844       0
       233.77115      -2.1453500    0.0085006888       10.684057       0
       238.55164      -3.4758213    0.0081838377       9.6842385       0
       239.62834       3.6255636    0.0069139785       10.390954       0
       233.49986       2.1370702    0.0065743194       9.1760755       0
       238.99469      0.57514858    0.0079779988       11.050706       0
       234.83687       4.4257488    0.0086287904       11.245388       0
       237.07231    0.0083832741    0.0082847758       9.9884993       0
       238.99469      -1.8247077    0.0079779988       11.050706       0
       236.60570      -1.1920624    0.0068830284       11.345874       0
       239.69569     -0.38985157    0.0060372082       10.457685       0
       239.94965       3.1016665    0.0070131419       11.407211       0
       237.81819      -4.5994191     0.010546700       10.242338       0
       237.59290       2.8789225     0.011037860       10.369604       0
       234.08852      -2.6849053    0.0088616689       9.1299901       0
       237.36121      -1.8321395     0.014891916       11.647519       0
       237.42250      -1.6187308     0.013706883       11.304474       0
       234.05081       1.4963512     0.014736375       10.070119       0
       236.76506      -2.1075642     0.014511931       9.7645432       0
       237.06087      -3.8064222     0.014055031       11.023370       0
       238.38716     -0.87619162     0.014848121       11.612407       0
       238.59161       3.8489342     0.014708658       9.7090477       0
       237.42250      -2.6630197     0.013706883       11.304474       0
       235.55925       3.3433390     0.014675456       9.3659630       0
       238.38716      0.32376528     0.014848121       11.612407       0
       238.38716      -3.7352922     0.014848121       11.612407       0
       236.32962      -4.5379696     0.019796148       10.407080       0
       230.81857       4.7987404     0.020260015       10.475266       0
       235.76791      -1.1358883     0.021226494       10.934733       0
       234.34399       3.9920464     0.021225550       11.422730       0
       236.32962     -0.42548418     0.019796148       10.407080       0
       230.81857       4.3206587     0.020260015       10.475266       0
       238.52057       4.1630898     0.020096927       10.723849       0
       236.55714       3.3457556     0.019862094       10.288249       0
       236.50201     -0.53195524     0.023309080       10.540041       0
       233.43376      -2.7123613     0.024680695       10.843531       0
       235.23534      -1.1126633     0.025208029       9.8988716       0
       236.85583       2.9829998     0.022550880       10.188110       0
       238.08827       2.4212141     0.024725514       11.247645       0
       233.43376     -0.96163177     0.024680695       10.843531       0
       238.08827      -2.5479150     0.024725514       11.247645       0
       239.14748       4.9329119     0.024331592       11.522643       0
       235.87691      -3.8934383     0.024166862       10.572225       0
       233.36633     -0.32327223     0.024755542       10.655722       0
       239.39117      -1.1135280     0.023245576       11.538879       0
       236.50201      0.79324007     0.023309080       10.540041       0
       230.35233       2.2651844     0.028537878       10.942322       0
       232.37024      -3.3426075     0.026241048       10.315496       0
       232.97386      -3.3192348     0.029255707       10.121139       0
       238.48756      -3.9078879     0.029301002       11.583255       0
       231.25945     -0.26452923     0.030553841       11.183424       0
       238.51041      -2.2899013     0.029937815       11.204866       0
       236.54239     -0.29389095     0.031054852       11.617691       0
       236.54239      -2.5416698     0.031054852       11.617691       0
       239.90228       1.9821506     0.031164064       11.466967       0
       238.48756       4.0707006     0.029301002       11.583255       0
       232.12924       2.1177907     0.034931013       11.380469       0
       232.12924      0.33195114     0.034931013       11.380469       0
       234.88542     -0.56777525     0.038156444       11.213577       0
       239.06747       4.0608358     0.038456866       11.515331       0
       234.88542      -4.7279534     0.038156444       11.213577       0
       234.97696      -2.7669308     0.042461861       11.554361       0
       238.71159       4.4642315     0.040044023       10.220310       0
       237.41971      0.94181299     0.039751409       11.355577       0
       234.97696       2.1156192     0.042461861       11.554361       0
       234.74065      -3.8099468     0.040311653       10.836981       0
       237.08807      -1.7553723     0.042442077       11.238312       0
       238.17856     -0.82418537     0.044806708       11.669216       0
       238.54910      -3.2403419     0.042783106       11.104164       0
       238.54910      0.12841320     0.042783106       11.104164       0
       231.93420     -0.94672585     0.044065692       11.420367       0
       232.74231      0.47144890     0.044350720       11.732079       0
       236.70601      -3.7756801     0.049079988       11.247852       0
       236.50018      -3.3821542     0.049112585       11.703933       0
       238.56802      -4.9048047     0.048982914       10.937610       0
       238.56802      -1.9973195     0.048982914       10.937610       0
       239.48787     -0.60631418     0.049804807       11.401651       0
       238.36588       2.1422586     0.049574291       11.179080       0
       239.48787       3.7387171     0.049804807       11.401651       0
       230.80925      0.34533691     0.054789202       11.833994       0
       230.80925      -1.4052212     0.054789202       11.833994       0
       230.80925       1.8705235     0.054789202       11.833994       0
       233.39401       4.1022825     0.056152790       11.646360       0
       235.72174     -0.89092684     0.057873455       11.675603       0
       233.39401       1.4092398     0.056152790       11.646360       0
       234.60217      -2.0854764     0.068915512       11.582661       0
       234.60217      -2.4667492     0.068915512       11.582661       0
       248.57288       2.1571312    0.0020804678       8.9704157       0
       248.57288       1.7215252    0.0020804678       8.9704157       0
       248.57288       2.9498100    0.0020804678       8.9704157       0
       248.57288      -2.8067675    0.0020804678       8.9704157       0
       248.57288       1.0495129    0.0020804678       8.9704157       0
       245.44156      -1.8484120    0.0053542117       8.3189149       0
       246.09966      -3.8673522    0.0040858146       11.159625       0
       245.19508       2.4481716    0.0054576642       10.599183       0
       245.54913      -1.1997328    0.0046625703       7.7301213       0
       245.03456      -4.4625101    0.0051217209       10.378312       0
       245.19508       1.6824007    0.0054576642       10.599183       0
       245.19508       4.3633480    0.0054576642       10.599183       0
       240.38345      -2.5417001    0.0063947631       10.178610       0
       241.80936      -3.4966960    0.0063337899       8.5894523       0
       248.23715      -2.6023870    0.0087521573       10.592707       0
       246.63107       1.1245828    0.0074690220       9.7553903       0
       243.23912       1.0284777    0.0067889501       9.0966311       0
       241.57991      -2.6290674    0.0072418065       10.957803       0
       245.63629       1.2231436    0.0062915754       10.866343       0
       245.56816       3.2634525    0.0056213378       10.019607       0
       241.80936       3.7037477    0.0063337899       8.5894523       0
       240.79033       3.6759157    0.0086815340       10.953524       0
       244.65210       3.6019220    0.0055878094       11.145520       0
       248.23715      -2.4877717    0.0087521573       10.592707       0
       246.63107      -1.2516894    0.0074690220       9.7553903       0
       249.38170       2.8733830    0.0084280255       9.6698692       0
       247.89622       4.8019581    0.0083483369       9.1986636       0
